Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE2331,          0,     0.00,          0,     0.00,    5.03747,    41.96,          0,     0.00,    5.03747,    41.96,          0,     0.00,          0,     0.00,    5.03747,  -138.04,          0,     0.00,    5.03747,  -138.04
Line.LINE2332, 1.30156E-010,   116.57, 1.45519E-011,    90.00,    37.1191,    42.25,          0,     0.00,    37.1191,    42.25, 1.30156E-010,   -63.43, 1.45519E-011,   -90.00,    37.1191,  -137.75,          0,     0.00,    37.1191,  -137.75
Line.LINE2333,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2334, 2.18275E-008,  -148.58, 1.55919E-008,    93.00, 1.74953E-008,    64.37,          0,     0.00, 2.32295E-008,   120.74, 2.18275E-008,    31.42, 1.55919E-008,   -87.00, 1.74953E-008,  -115.63,          0,     0.00, 2.32295E-008,   -59.26
Line.LINE2335, 1.30156E-010,   116.57, 1.21967E-010,    17.35,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 1.30156E-010,   -63.43, 1.21967E-010,  -162.65,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2336, 4.22828E-010,   -48.84, 2.90788E-010,    46.52, 6.76038E-010,    81.96,          0,     0.00, 8.02638E-010,    44.45, 4.22828E-010,   131.16, 2.90788E-010,  -133.48, 6.76038E-010,   -98.04,          0,     0.00, 8.02638E-010,  -135.55
Line.LINE2337,    35.7927,   -78.69,    45.3123,   161.97, 2.03748E-009,   -90.82,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 2.03748E-009,    89.18,          0,     0.00,    41.7708,    30.29
Line.LINE2338, 5.82077E-011,    90.00,          0,     0.00,    37.1191,    42.25,          0,     0.00,    37.1191,    42.25, 5.82077E-011,   -90.00,          0,     0.00,    37.1191,  -137.75,          0,     0.00,    37.1191,  -137.75
Line.LINE2339,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2340, 2.17516E-008,  -148.35, 1.54948E-008,    93.55, 1.76817E-008,    63.51,          0,     0.00, 2.30103E-008,   120.25, 2.17516E-008,    31.65, 1.54948E-008,   -86.45, 1.76817E-008,  -116.49,          0,     0.00, 2.30103E-008,   -59.75
Line.LINE2341, 2.60313E-010,   116.57, 3.51136E-010,     5.95,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 2.60313E-010,   -63.43, 3.51136E-010,  -174.05,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2342, 4.73776E-010,   -42.51, 3.31835E-010,    37.87, 6.26916E-010,    68.20,          0,     0.00, 9.63948E-010,    28.89, 4.73776E-010,   137.49, 3.31835E-010,  -142.13, 6.26916E-010,  -111.80,          0,     0.00, 9.63948E-010,  -151.11
Line.LINE2343,    35.7927,   -78.69,    45.3123,   161.97, 1.98003E-009,   -91.79,          0,     0.00,    41.7708,  -149.71,    35.7927,   101.31,    45.3123,   -18.03, 1.98003E-009,    88.21,          0,     0.00,    41.7708,    30.29
Line.LINE2344, 7.27596E-012,    90.00,          0,     0.00,    37.1191,    42.25,          0,     0.00,    37.1191,    42.25, 7.27596E-012,   -90.00,          0,     0.00,    37.1191,  -137.75,          0,     0.00,    37.1191,  -137.75
Line.LINE2345,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2346, 2.17681E-008,  -147.67, 1.49666E-008,    91.78, 1.83686E-008,    59.53,          0,     0.00, 2.13977E-008,   116.50, 2.17681E-008,    32.33, 1.49666E-008,   -88.22, 1.83686E-008,  -120.47,          0,     0.00, 2.13977E-008,   -63.50
Line.LINE2347, 5.82077E-011,   180.00, 7.27596E-012,    90.00,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 5.82077E-011,     0.00, 7.27596E-012,   -90.00,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2348, 2.76103E-010,   -18.43, 6.07706E-010,    16.70, 1.64636E-010,   135.00,          0,     0.00, 7.55579E-010,    15.64, 2.76103E-010,   161.57, 6.07706E-010,  -163.30, 1.64636E-010,   -45.00,          0,     0.00, 7.55579E-010,  -164.36
Line.LINE2349, 1.62695E-011,   116.57,    4.92969,   161.94, 9.09495E-012,  -126.87,          0,     0.00,    4.92969,   161.94, 1.62695E-011,   -63.43,    4.92969,   -18.06, 9.09495E-012,    53.13,          0,     0.00,    4.92969,   -18.06
Line.LINE2350,    35.7927,   -78.69,    40.3826,   161.97, 1.97275E-009,   -91.80,          0,     0.00,    38.6709,  -144.24,    35.7927,   101.31,    40.3826,   -18.03, 1.97275E-009,    88.20,          0,     0.00,    38.6709,    35.76
Line.LINE2351,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2352, 2.09289E-008,  -147.72, 1.52575E-008,    91.75, 1.91771E-008,    60.95,          0,     0.00, 2.26388E-008,   113.01, 2.09289E-008,    32.28, 1.52575E-008,   -88.25, 1.91771E-008,  -119.05,          0,     0.00, 2.26388E-008,   -66.99
Line.LINE2353, 6.50781E-011,   116.57, 1.17321E-010,    -7.13,    41.8636,    42.09,          0,     0.00,    41.8636,    42.09, 6.50781E-011,   -63.43, 1.17321E-010,   172.87,    41.8636,  -137.91,          0,     0.00,    41.8636,  -137.91
Line.LINE2354, 1.04935E-010,    56.31, 4.45203E-010,    11.31, 7.80938E-010,    63.43,          0,     0.00, 1.21437E-009,    45.97, 1.04935E-010,  -123.69, 4.45203E-010,  -168.69, 7.80938E-010,  -116.57,          0,     0.00, 1.21437E-009,  -134.03
Line.LINE2355,          0,     0.00,    4.92969,   161.94, 8.13477E-012,  -153.43,          0,     0.00,    4.92969,   161.94,          0,     0.00,    4.92969,   -18.06, 8.13477E-012,    26.57,          0,     0.00,    4.92969,   -18.06
Line.LINE2356,    35.7927,   -78.69, 3.63798E-012,     0.00, 5.14488E-012,  -135.00,          0,     0.00,    35.7927,   -78.69,    35.7927,   101.31, 3.63798E-012,   180.00, 5.14488E-012,    45.00,          0,     0.00,    35.7927,   101.31
Line.LINE2357, 7.21907E-010,   125.77,    40.3826,   161.97, 1.96472E-009,   -90.85,          0,     0.00,    40.3826,   161.97, 7.21907E-010,   -54.23,    40.3826,   -18.03, 1.96472E-009,    89.15,          0,     0.00,    40.3826,   -18.03
Line.LINE2358,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2359, 2.01308E-008,  -144.06, 1.60223E-008,    87.50, 1.93081E-008,    56.31,          0,     0.00, 2.0838E-008,   103.57, 2.01308E-008,    35.94, 1.60223E-008,   -92.50, 1.93081E-008,  -123.69,          0,     0.00, 2.0838E-008,   -76.43
Line.LINE2360, 2.91038E-011,   -90.00, 2.91606E-011,   176.42,    36.7797,    42.09,          0,     0.00,    36.7797,    42.09, 2.91038E-011,    90.00, 2.91606E-011,    -3.58,    36.7797,  -137.91,          0,     0.00,    36.7797,  -137.91
Line.LINE2361, 2.91038E-011,   -90.00, 2.91606E-011,   176.42,    5.08385,    42.09,          0,     0.00,    5.08385,    42.09, 2.91038E-011,    90.00, 2.91606E-011,    -3.58,    5.08385,  -137.91,          0,     0.00,    5.08385,  -137.91
Line.LINE2362, 2.34643E-010,   -82.87, 3.59995E-010,   -14.04, 8.39483E-010,    56.31,          0,     0.00, 9.24934E-010,    24.15, 2.34643E-010,    97.13, 3.59995E-010,   165.96, 8.39483E-010,  -123.69,          0,     0.00, 9.24934E-010,  -155.85
Line.LINE2363,    35.7927,   -78.69,          0,     0.00, 3.63798E-012,   180.00,          0,     0.00,    35.7927,   -78.69,    35.7927,   101.31,          0,     0.00, 3.63798E-012,     0.00,          0,     0.00,    35.7927,   101.31
Line.LINE2364, 5.99285E-010,   119.05, 1.01655E-009,   -66.37, 1.18721E-009,   -78.69,          0,     0.00, 1.60994E-009,   -77.47, 5.99285E-010,   -60.95, 1.01655E-009,   113.63, 1.18721E-009,   101.31,          0,     0.00, 1.60994E-009,   102.53
Line.LINE2365, 7.9582E-010,   115.16,    40.3826,   161.97, 7.1126E-010,  -120.76,          0,     0.00,    40.3826,   161.97, 7.9582E-010,   -64.84,    40.3826,   -18.03, 7.1126E-010,    59.24,          0,     0.00,    40.3826,   -18.03
Line.LINE2366,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2367, 2.06874E-008,  -144.61, 1.49691E-008,    86.99, 1.94109E-008,    58.14,          0,     0.00, 2.03121E-008,   106.70, 2.06874E-008,    35.39, 1.49691E-008,   -93.01, 1.94109E-008,  -121.86,          0,     0.00, 2.03121E-008,   -73.30
Line.LINE2368, 9.20344E-011,    18.43, 1.34162E-010,  -139.40, 2.60313E-010,    63.43,          0,     0.00, 2.02162E-010,    59.74, 9.20344E-011,  -161.57, 1.34162E-010,    40.60, 2.60313E-010,  -116.57,          0,     0.00, 2.02162E-010,  -120.26
Line.LINE2369, 1.30156E-009,   116.57, 1.71885E-009,   -28.30, 1.81847E-009,  -129.81,          0,     0.00, 1.0733E-009,  -102.53, 1.30156E-009,   -63.43, 1.71885E-009,   151.70, 1.81847E-009,    50.19,          0,     0.00, 1.0733E-009,    77.47
Line.LINE2370, 6.86605E-010,   117.11,    40.3826,   161.97, 6.74117E-010,  -122.66,          0,     0.00,    40.3826,   161.97, 6.86605E-010,   -62.89,    40.3826,   -18.03, 6.74117E-010,    57.34,          0,     0.00,    40.3826,   -18.03
Line.LINE2371, 4.36557E-011,     0.00, 7.27596E-011,   180.00, 5.82077E-011,     0.00,          0,     0.00, 2.91038E-011,     0.00, 4.36557E-011,   180.00, 7.27596E-011,     0.00, 5.82077E-011,   180.00,          0,     0.00, 2.91038E-011,   180.00
Line.LINE2372,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2373, 2.2701E-008,  -143.13, 1.57087E-008,    78.02, 2.12374E-008,    52.13,          0,     0.00, 1.86035E-008,    95.75, 2.2701E-008,    36.87, 1.57087E-008,  -101.98, 2.12374E-008,  -127.87,          0,     0.00, 1.86035E-008,   -84.25
Line.LINE2374, 1.69703E-010,   -30.96, 1.23477E-010,   -45.00, 5.82077E-010,    90.00,          0,     0.00, 4.69285E-010,    60.26, 1.69703E-010,   149.04, 1.23477E-010,   135.00, 5.82077E-010,   -90.00,          0,     0.00, 4.69285E-010,  -119.74
Line.LINE2375, 1.14656E-009,   113.96, 1.48401E-009,   -25.56, 1.35762E-009,  -120.96,          0,     0.00, 7.76587E-010,   -77.01, 1.14656E-009,   -66.04, 1.48401E-009,   154.44, 1.35762E-009,    59.04,          0,     0.00, 7.76587E-010,   102.99
Line.LINE2376, 6.50781E-010,   116.57,    40.3826,   161.97, 6.29612E-010,  -123.69,          0,     0.00,    40.3826,   161.97, 6.50781E-010,   -63.43,    40.3826,   -18.03, 6.29612E-010,    56.31,          0,     0.00,    40.3826,   -18.03
Line.LINE2377,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2378, 1.83449E-008,  -156.04, 1.19267E-008,   128.66, 1.50171E-008,    60.26,          0,     0.00, 2.24292E-008,   138.37, 1.83449E-008,    23.96, 1.19267E-008,   -51.34, 1.50171E-008,  -119.74,          0,     0.00, 2.24292E-008,   -41.63
Line.LINE2379, 2.34643E-010,    97.13, 4.56939E-010,    -9.16, 2.60313E-010,    63.43,          0,     0.00, 6.66535E-010,    36.12, 2.34643E-010,   -82.87, 4.56939E-010,   170.84, 2.60313E-010,  -116.57,          0,     0.00, 6.66535E-010,  -143.88
Line.LINE2380, 9.03626E-010,   104.93, 1.07013E-009,   -45.00, 1.41625E-009,   -99.46,          0,     0.00, 1.31322E-009,   -77.20, 9.03626E-010,   -75.07, 1.07013E-009,   135.00, 1.41625E-009,    80.54,          0,     0.00, 1.31322E-009,   102.80
Line.LINE2381, 5.82077E-010,   126.87,    40.3826,   161.97, 5.4913E-010,  -122.01,          0,     0.00,    40.3826,   161.97, 5.82077E-010,   -53.13,    40.3826,   -18.03, 5.4913E-010,    57.99,          0,     0.00,    40.3826,   -18.03
Line.LINE2382,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2383, 1.39698E-008,  -143.13, 1.02127E-008,    43.15, 1.35603E-008,    74.05,          0,     0.00, 1.16415E-008,    90.00, 1.39698E-008,    36.87, 1.02127E-008,  -136.85, 1.35603E-008,  -105.95,          0,     0.00, 1.16415E-008,   -90.00
Line.LINE2384, 3.58761E-011,   120.47, 6.02742E-011,   -84.81, 1.52838E-010,    38.23,          0,     0.00, 1.25721E-010,    31.39, 3.58761E-011,   -59.53, 6.02742E-011,    95.19, 1.52838E-010,  -141.77,          0,     0.00, 1.25721E-010,  -148.61
Line.LINE2385, 2.09871E-010,   146.31, 4.93908E-010,  -135.00, 6.98492E-010,   -90.00,          0,     0.00, 1.06855E-009,  -119.36, 2.09871E-010,   -33.69, 4.93908E-010,    45.00, 6.98492E-010,    90.00,          0,     0.00, 1.06855E-009,    60.64
Line.LINE2386, 2.39996E-010,   104.04,    40.3826,   161.97, 1.64636E-010,  -135.00,          0,     0.00,    40.3826,   161.97, 2.39996E-010,   -75.96,    40.3826,   -18.03, 1.64636E-010,    45.00,          0,     0.00,    40.3826,   -18.03
Line.LINE2387,    35.9641,   -79.58,    19.9661,   162.39,    113.287,    42.60,          0,     0.00,    85.2309,    33.74,    35.9641,   100.42,    19.9661,   -17.61,    113.287,  -137.40,          0,     0.00,    85.2309,  -146.26
Line.LINE2388, 9.37125E-009,  -153.43, 1.16415E-008,    36.87, 7.50856E-009,    60.26,          0,     0.00, 1.04125E-008,    63.43, 9.37125E-009,    26.57, 1.16415E-008,  -143.13, 7.50856E-009,  -119.74,          0,     0.00, 1.04125E-008,  -116.57
Line.LINE2389, 1.77032E-010,   -80.54, 1.45519E-010,   -36.87, 1.64636E-010,   135.00,          0,     0.00, 1.48401E-010,   -78.69, 1.77032E-010,    99.46, 1.45519E-010,   143.13, 1.64636E-010,   -45.00,          0,     0.00, 1.48401E-010,   101.31
Line.LINE2390, 1.30156E-010,   -63.43, 1.16415E-010,     0.00, 3.29272E-010,  -135.00,          0,     0.00, 3.54063E-010,   -99.46, 1.30156E-010,   116.57, 1.16415E-010,   180.00, 3.29272E-010,    45.00,          0,     0.00, 3.54063E-010,    80.54
Line.LINE2391, 2.60313E-010,   116.57,    40.3826,   161.97, 3.29272E-010,  -135.00,          0,     0.00,    40.3826,   161.97, 2.60313E-010,   -63.43,    40.3826,   -18.03, 3.29272E-010,    45.00,          0,     0.00,    40.3826,   -18.03
Line.LINE2392, 8.13477E-012,   -63.43,    4.98695,   162.34, 5.14488E-012,    45.00,          0,     0.00,    4.98695,   162.34, 8.13477E-012,   116.57,    4.98695,   -17.66, 5.14488E-012,  -135.00,          0,     0.00,    4.98695,   -17.66
Line.LINE2393,    35.9641,   -79.58,    14.9792,   162.40,    113.287,    42.60,          0,     0.00,    88.4279,    31.22,    35.9641,   100.42,    14.9792,   -17.60,    113.287,  -137.40,          0,     0.00,    88.4279,  -148.78
Line.LINE2394, 1.133E-008,  -170.54, 1.43451E-008,    54.25, 4.165E-009,    26.57,          0,     0.00, 1.16787E-008,    85.43, 1.133E-008,     9.46, 1.43451E-008,  -125.75, 4.165E-009,  -153.43,          0,     0.00, 1.16787E-008,   -94.57
Line.LINE2395, 1.62695E-011,   -26.57, 8.85158E-011,   170.54, 5.82077E-011,    90.00,          0,     0.00, 9.7888E-011,   138.01, 1.62695E-011,   153.43, 8.85158E-011,    -9.46, 5.82077E-011,   -90.00,          0,     0.00, 9.7888E-011,   -41.99
Line.LINE2396, 5.82077E-011,    90.00, 7.27596E-011,   180.00, 6.50781E-011,    63.43,          0,     0.00, 1.24332E-010,   110.56, 5.82077E-011,   -90.00, 7.27596E-011,     0.00, 6.50781E-011,  -116.57,          0,     0.00, 1.24332E-010,   -69.44
Line.LINE2397, 3.25391E-010,   116.57,    40.3826,   161.97, 3.39406E-010,  -120.96,          0,     0.00,    40.3826,   161.97, 3.25391E-010,   -63.43,    40.3826,   -18.03, 3.39406E-010,    59.04,          0,     0.00,    40.3826,   -18.03
Line.LINE2398, 3.63798E-012,   180.00,    4.98695,   162.34, 8.13477E-012,   -63.43,          0,     0.00,    4.98695,   162.34, 3.63798E-012,     0.00,    4.98695,   -17.66, 8.13477E-012,   116.57,          0,     0.00,    4.98695,   -17.66
Line.LINE2399,    35.9641,   -79.58,    14.9792,   162.40,    113.287,    42.60,          0,     0.00,    88.4279,    31.22,    35.9641,   100.42,    14.9792,   -17.60,    113.287,  -137.40,          0,     0.00,    88.4279,  -148.78
Line.LINE2400, 3.12375E-009,    26.57, 4.165E-009,    63.43, 3.72529E-009,    90.00,          0,     0.00, 9.99817E-009,    62.24, 3.12375E-009,  -153.43, 4.165E-009,  -116.57, 3.72529E-009,   -90.00,          0,     0.00, 9.99817E-009,  -117.76
Line.LINE2401, 3.19148E-010,   114.23,    40.3826,   161.97, 3.09378E-010,  -131.19,          0,     0.00,    40.3826,   161.97, 3.19148E-010,   -65.77,    40.3826,   -18.03, 3.09378E-010,    48.81,          0,     0.00,    40.3826,   -18.03
Line.LINE2402,    35.9641,   -79.58,    14.9792,   162.40,    113.287,    42.60,          0,     0.00,    88.4279,    31.22,    35.9641,   100.42,    14.9792,   -17.60,    113.287,  -137.40,          0,     0.00,    88.4279,  -148.78
Line.LINE2403, 2.9451E-009,  -161.57, 8.58637E-009,    12.53,  8.33E-009,    26.57,          0,     0.00, 1.38451E-008,    19.65, 2.9451E-009,    18.43, 8.58637E-009,  -167.47,  8.33E-009,  -153.43,          0,     0.00, 1.38451E-008,  -160.35
Line.LINE2404, 2.86639E-010,   113.96,    40.3826,   161.97, 2.68324E-010,  -130.60,          0,     0.00,    40.3826,   161.97, 2.86639E-010,   -66.04,    40.3826,   -18.03, 2.68324E-010,    49.40,          0,     0.00,    40.3826,   -18.03
Line.LINE2405, 6.17868E-010,   -54.34, 6.45438E-010,  -172.75,    75.4385,    42.56,          0,     0.00,    75.4385,    42.56, 6.17868E-010,   125.66, 6.45438E-010,     7.25,    75.4385,  -137.44,          0,     0.00,    75.4385,  -137.44
Line.LINE2406,    35.9641,   -79.58,    14.9792,   162.40,     37.849,    42.66,          0,     0.00,    20.7206,   -14.51,    35.9641,   100.42,    14.9792,   -17.60,     37.849,  -137.34,          0,     0.00,    20.7206,   165.49
Line.LINE2407, 3.23459E-009,    30.26, 6.07148E-009,    32.47, 5.6073E-009,    -4.76,          0,     0.00, 1.42103E-008,    18.14, 3.23459E-009,  -149.74, 6.07148E-009,  -147.53, 5.6073E-009,   175.24,          0,     0.00, 1.42103E-008,  -161.86
Line.LINE2408, 3.25391E-010,   116.57,    40.3826,   161.97, 2.91038E-010,  -126.87,          0,     0.00,    40.3826,   161.97, 3.25391E-010,   -63.43,    40.3826,   -18.03, 2.91038E-010,    53.13,          0,     0.00,    40.3826,   -18.03
Line.LINE2409, 1.45519E-011,     0.00, 2.91038E-011,   180.00,    37.7054,    42.56,          0,     0.00,    37.7054,    42.56, 1.45519E-011,   180.00, 2.91038E-011,     0.00,    37.7054,  -137.44,          0,     0.00,    37.7054,  -137.44
Line.LINE2410, 6.37799E-010,   -55.22, 5.87069E-010,  -172.52,     37.733,    42.56,          0,     0.00,     37.733,    42.56, 6.37799E-010,   124.78, 5.87069E-010,     7.48,     37.733,  -137.44,          0,     0.00,     37.733,  -137.44
Line.LINE2411,    35.9641,   -79.58,    14.9792,   162.40,     37.849,    42.66,          0,     0.00,    20.7206,   -14.51,    35.9641,   100.42,    14.9792,   -17.60,     37.849,  -137.34,          0,     0.00,    20.7206,   165.49
Line.LINE2412, 5.7989E-009,    19.34, 7.47985E-009,    29.36, 3.77049E-009,    -8.88,          0,     0.00, 1.6494E-008,    17.67, 5.7989E-009,  -160.66, 7.47985E-009,  -150.64, 3.77049E-009,   171.12,          0,     0.00, 1.6494E-008,  -162.33
Line.LINE2413, 2.60313E-010,   116.57,    40.3826,   161.97, 1.64636E-010,  -135.00,          0,     0.00,    40.3826,   161.97, 2.60313E-010,   -63.43,    40.3826,   -18.03, 1.64636E-010,    45.00,          0,     0.00,    40.3826,   -18.03
Line.LINE2414, 1.81899E-012,   180.00, 2.27374E-013,    90.00,    37.7054,    42.56,          0,     0.00,    37.7054,    42.56, 1.81899E-012,     0.00, 2.27374E-013,   -90.00,    37.7054,  -137.44,          0,     0.00,    37.7054,  -137.44
Line.LINE2415, 7.68363E-010,   -65.38, 7.02271E-010,  -174.05,     37.733,    42.56,          0,     0.00,     37.733,    42.56, 7.68363E-010,   114.62, 7.02271E-010,     5.95,     37.733,  -137.44,          0,     0.00,     37.733,  -137.44
Line.LINE2416,    35.9641,   -79.58,    14.9792,   162.40,     37.849,    42.66,          0,     0.00,    20.7206,   -14.51,    35.9641,   100.42,    14.9792,   -17.60,     37.849,  -137.34,          0,     0.00,    20.7206,   165.49
Line.LINE2417, 5.7091E-009,    20.28, 7.55607E-009,    34.49, 3.73256E-009,    -3.58,          0,     0.00, 1.64514E-008,    21.48, 5.7091E-009,  -159.72, 7.55607E-009,  -145.51, 3.73256E-009,   176.42,          0,     0.00, 1.64514E-008,  -158.52
Line.LINE2418, 2.09871E-010,   146.31,    40.3826,   161.97, 1.64636E-010,  -135.00,          0,     0.00,    40.3826,   161.97, 2.09871E-010,   -33.69,    40.3826,   -18.03, 1.64636E-010,    45.00,          0,     0.00,    40.3826,   -18.03
Line.LINE2419, 7.45422E-010,   -51.34, 7.02271E-010,  -174.05,     37.733,    42.56,          0,     0.00,     37.733,    42.56, 7.45422E-010,   128.66, 7.02271E-010,     5.95,     37.733,  -137.44,          0,     0.00,     37.733,  -137.44
Line.LINE2420,    35.9641,   -79.58,    14.9792,   162.40,     37.849,    42.66,          0,     0.00,    20.7206,   -14.51,    35.9641,   100.42,    14.9792,   -17.60,     37.849,  -137.34,          0,     0.00,    20.7206,   165.49
Line.LINE2421, 2.9451E-009,   -18.43, 1.91997E-009,    14.04, 7.45058E-009,     0.00,          0,     0.00, 1.21161E-008,    -2.20, 2.9451E-009,   161.57, 1.91997E-009,  -165.96, 7.45058E-009,   180.00,          0,     0.00, 1.21161E-008,   177.80
Line.LINE2422, 1.4332E-010,   113.96,    40.3826,   161.97, 1.39767E-010,  -128.66,          0,     0.00,    40.3826,   161.97, 1.4332E-010,   -66.04,    40.3826,   -18.03, 1.39767E-010,    51.34,          0,     0.00,    40.3826,   -18.03
Line.LINE2423, 2.32831E-010,     0.00, 4.6657E-010,  -176.42,     37.733,    42.56,          0,     0.00,     37.733,    42.56, 2.32831E-010,   180.00, 4.6657E-010,     3.58,     37.733,  -137.44,          0,     0.00,     37.733,  -137.44
Line.LINE2424,    35.9641,   -79.58,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    30.6936,   -15.52,    35.9641,   100.42,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    30.6936,   164.48
Line.LINE2425, 8.54306E-010,   117.66,    9.98275,   162.39, 8.18602E-010,  -120.44,          0,     0.00,    9.98275,   162.39, 8.54306E-010,   -62.34,    9.98275,   -17.61, 8.18602E-010,    59.56,          0,     0.00,    9.98275,   -17.61
Line.LINE2426, 8.58637E-009,   102.53, 4.165E-009,    26.57, 7.67988E-009,   -14.04,          0,     0.00, 1.25297E-008,    41.99, 8.58637E-009,   -77.47, 4.165E-009,  -153.43, 7.67988E-009,   165.96,          0,     0.00, 1.25297E-008,  -138.01
Line.LINE2427, 1.77032E-010,    99.46,    40.3826,   161.97, 1.64636E-010,  -135.00,          0,     0.00,    40.3826,   161.97, 1.77032E-010,   -80.54,    40.3826,   -18.03, 1.64636E-010,    45.00,          0,     0.00,    40.3826,   -18.03
Line.LINE2428, 1.16415E-010,     0.00,          0,     0.00,     37.733,    42.56,          0,     0.00,     37.733,    42.56, 1.16415E-010,   180.00,          0,     0.00,     37.733,  -137.44,          0,     0.00,     37.733,  -137.44
Line.LINE2429,    35.9641,   -79.58,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    30.6936,   -15.52,    35.9641,   100.42,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    30.6936,   164.48
Line.LINE2430, 2.68324E-010,   -40.60, 2.48663E-010,   159.44, 1.16415E-010,   -90.00,          0,     0.00, 2.05795E-010,   -98.13, 2.68324E-010,   139.40, 2.48663E-010,   -20.56, 1.16415E-010,    90.00,          0,     0.00, 2.05795E-010,    81.87
Line.LINE2431, 8.26902E-010,   118.37,    4.99131,   162.39, 7.91308E-010,  -122.23,          0,     0.00,    4.99131,   162.39, 8.26902E-010,   -61.63,    4.99131,   -17.61, 7.91308E-010,    57.77,          0,     0.00,    4.99131,   -17.61
Line.LINE2432, 1.45519E-011,     0.00,    4.99144,   162.39,          0,     0.00,          0,     0.00,    4.99144,   162.39, 1.45519E-011,   180.00,    4.99144,   -17.61,          0,     0.00,          0,     0.00,    4.99144,   -17.61
Line.LINE2433, 6.33368E-009,   126.03, 3.83994E-009,   165.96, 1.00307E-008,   -68.20,          0,     0.00, 4.95005E-009,  -138.81, 6.33368E-009,   -53.97, 3.83994E-009,   -14.04, 1.00307E-008,   111.80,          0,     0.00, 4.95005E-009,    41.19
Line.LINE2434, 1.64636E-010,   135.00,    40.3826,   161.97, 2.32831E-010,   -90.00,          0,     0.00,    40.3826,   161.97, 1.64636E-010,   -45.00,    40.3826,   -18.03, 2.32831E-010,    90.00,          0,     0.00,    40.3826,   -18.03
Line.LINE2435, 6.50781E-011,   116.57, 5.86606E-011,    -7.13,     37.733,    42.56,          0,     0.00,     37.733,    42.56, 6.50781E-011,   -63.43, 5.86606E-011,   172.87,     37.733,  -137.44,          0,     0.00,     37.733,  -137.44
Line.LINE2436,    35.9641,   -79.58,    4.99643,   162.41,     37.849,    42.66,          0,     0.00,    30.6936,   -15.52,    35.9641,   100.42,    4.99643,   -17.59,     37.849,  -137.34,          0,     0.00,    30.6936,   164.48
Line.LINE2437, 5.5412E-011,    23.20, 8.37526E-011,    87.51, 1.21967E-010,  -107.35,          0,     0.00, 2.12129E-011,   -30.96, 5.5412E-011,  -156.80, 8.37526E-011,   -92.49, 1.21967E-010,    72.65,          0,     0.00, 2.12129E-011,   149.04
